task_index	label	input_path	input_sha256	expected_atoms
236	disp01871	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00236-disp01871/scf.in	b77101ffa9c80bb8c93f9861e1e2c6dcda12ede5d80d462d95d67b5246b086a8	72
237	disp01872	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00237-disp01872/scf.in	5d2a3f83838a1b40c6396a1f6a8dd39b444671cd944b26703ef2e8e830fc973e	72
238	disp01873	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00238-disp01873/scf.in	99d806fbacd812aa7f1196e0f49f948d918b05ef13db8d811abf57b651a48aa8	72
239	disp01874	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00239-disp01874/scf.in	37feeb027e5a3d9039f7751c4ea7a8e3950819875bcc2c74869ed8a6341e90f9	72
240	disp01875	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00240-disp01875/scf.in	87ee206c0f0799269fae0a8d7e83c81007062fac464f5174dc6c0ef8257bd68a	72
241	disp01876	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00241-disp01876/scf.in	cb9310c7da70aa9abbb2c35dbcacba9ebe1b08f2d443975fcff4b46634449718	72
242	disp01925	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00242-disp01925/scf.in	105d554c2067a9ba87bb25cfeddda2d14dc034823284631b4011dc3dc22b1807	72
243	disp01926	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00243-disp01926/scf.in	754abc208a123f195a459d93d8748e2ee3a89a731f0b1b553a5679f47603cebe	72
244	disp01927	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00244-disp01927/scf.in	5f1844ec3cc236ea78b3815deb567a7d4338ec79592e0c19f6de218ca003846c	72
245	disp01937	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00245-disp01937/scf.in	6ecdb4d60c82d5459ae94277032952cd382612aacd1d0531ed95db76916f5beb	72
246	disp01938	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00246-disp01938/scf.in	aaa9af829b1bb757b62b505eb11d7599981a1bdfab94a168d78e25214e1a491e	72
247	disp01939	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00247-disp01939/scf.in	9efa8d3bee2b96ef120696ef8c1a6eaaaf8c55d8fec4340b1565117b6e5d2865	72
248	disp01940	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00248-disp01940/scf.in	100c937f5c4b574e22faf2d05d6290c242ce97745f99768c700164446550a613	72
249	disp01941	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00249-disp01941/scf.in	b4f2311ad3128f99ed9d34258c4fab9d413e1689c9175137ebd6ff9bda104de9	72
250	disp01942	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00250-disp01942/scf.in	14682e5ce97a3b1acd678bb09acbfaabb33bf4e9b2d45107d2aa881f41a05059	72
251	disp01961	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00251-disp01961/scf.in	6ec2840469e4f4c8c67da37eb3e0925a89ab396218a0ae9b772c203b1abee842	72
252	disp01962	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00252-disp01962/scf.in	da685dd69b5112552572e6a4bcdbd4d073ab34bad0074b28fe14b5d81da478d2	72
253	disp01963	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00253-disp01963/scf.in	6d602565fa3b5e83fd3f31de5c2dd67bdce5f8208acd7d9b5dd1b804ff220668	72
254	disp01964	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00254-disp01964/scf.in	2160d946f1fdc2960f9440bddd4597d801e71c8346963743613fc2573667ab8e	72
255	disp01965	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00255-disp01965/scf.in	6dbaa3310d41e0680c7aa1e78a61cb7287db49694f8abd49af336270b66b6b7c	72
256	disp01966	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00256-disp01966/scf.in	8af45c47a5fcdf0b0338c5f95ab28e3e6ffb8b1f44c2ff52fec2d95e3fd6b13e	72
257	disp02075	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00257-disp02075/scf.in	d8811b7dfaf82612cf5ad68651755d6a955c1a19ce22f2d53bd83f7925f0ae20	72
258	disp02076	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00258-disp02076/scf.in	31c3322dd2179fd4f6589279885fbc48aff0a2db42562a6900c42393a6aad527	72
259	disp02077	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00259-disp02077/scf.in	46837e36f1f2960f85aba5370ff05a1b317aa036b6c8645f572a084f6da1ddcc	72
260	disp02087	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00260-disp02087/scf.in	fd3a5f72bba19f742ee50291feeeb724faa6bb112db5880bac0a91b621c51986	72
261	disp02088	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00261-disp02088/scf.in	86b54468a6843fd2ea7ca28ffc25d6775115cb51b2ce094a584b5929668bb505	72
262	disp02089	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00262-disp02089/scf.in	7e08462ef3d243bcfaa192b4996adf1b2c2d9049b2d94687536d053f8470844e	72
263	disp02090	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00263-disp02090/scf.in	b792acc036ee7a762ccf30de49ba4ded114dacaf38a9aefe779f7c1920b91b33	72
264	disp02091	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00264-disp02091/scf.in	2a4e87e4830a78e461584774be3ba362fb1aaea2c33d51f218c779523bf1b6d8	72
265	disp02092	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00265-disp02092/scf.in	b468ff7823db3d4cd2190a81ab4a2610aa1b9e980e3311584a681c5b7714d8f9	72
266	disp02141	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00266-disp02141/scf.in	a7b22e547a59c743361e263115ed4d471eacc37d286bc48d44ac89469c02a0e6	72
267	disp02142	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00267-disp02142/scf.in	7d942d87b0d1da6d318d2f72c358b440db16d064eff291f047285ab0d19ebdc6	72
268	disp02143	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00268-disp02143/scf.in	03b0579626a27cd93b77e08da43a6e445e658a0370eab2ff84d865e27c91c83a	72
269	disp02153	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00269-disp02153/scf.in	b0a920ce1b87066a4a2e71149fa8009c05816110ff2c5d63873c3c142c2e4e32	72
270	disp02154	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00270-disp02154/scf.in	230d38a96c61b7e4c54ff97c4f4e17b63ef1690c090240dddcd8825f592e2977	72
271	disp02155	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00271-disp02155/scf.in	9947690b6ebde6fa7a9048336f58f35790ff34070bae89a93ed3d6a0829c344d	72
272	disp02156	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00272-disp02156/scf.in	a8ae6ef121d7bac2b6126698ff87811b10ed5d095e8c5bde330c68de57a496d1	72
273	disp02157	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00273-disp02157/scf.in	0f067df4f94d782ad154160b3a1dd2f42d1d51acd22f187906ad36ae97d74f2e	72
274	disp02158	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00274-disp02158/scf.in	2edb8bc7e23989a0e883aca1360f0f66cc0d5bb82f062ff9aac3ce9bd660168f	72
275	disp02177	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00275-disp02177/scf.in	9fdb19eada3c3259d80c450dcc2d6769d27e621d7217930fafae20364e2dc5a3	72
276	disp02178	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00276-disp02178/scf.in	72d87a0196672b4af55d4d90b76cc1e4332758e55520480f82ad8819159b79e7	72
277	disp02179	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00277-disp02179/scf.in	3bd985b83fad457896ad8e2c8cf0ba47347cf63120b13d72df32574f235d6fab	72
278	disp02180	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00278-disp02180/scf.in	3d6883e9ff6d6a186888dfe6d8677ed8d950e09babf49255f7dd85e5be5e6cbc	72
279	disp02181	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00279-disp02181/scf.in	4e9116bbd5e7999c248f608282a8be8beac7c4d94a3dbe1e43eb3eae039518a9	72
280	disp02182	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00280-disp02182/scf.in	db3b9cf1600b3d72593515a23256ed01e6f11b517e73dd48d1958f4ed8b84443	72
281	disp02339	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00281-disp02339/scf.in	40407dbf20a28fad6d990743611f6991c46ee613d6a5597736290f1bd0772e26	72
282	disp02340	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00282-disp02340/scf.in	974a7544e981c2189349e467a9c9c1fe7befb93a4cb843970ca0f1d8a1898579	72
283	disp02341	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00283-disp02341/scf.in	09af7b8ebee3745b8afcadd4eecbc253aeb52722aa7f40abc4597ea887a72833	72
284	disp02342	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00284-disp02342/scf.in	b699d9e6e191fb16b26b5f2eed0f3e1f3ed379e9296a7a03f6805253842161c8	72
285	disp02343	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00285-disp02343/scf.in	082c581b449dedf9e0f0cfc7e7ae451455c96d51b25d1710de2711323cf6adb8	72
286	disp02344	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00286-disp02344/scf.in	85f18d25c4e3f21fe2f88df13dfe15353f82b40086f47b555cd4a55b1ef9f3e6	72
287	disp02363	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00287-disp02363/scf.in	976df2e2e1b8d64ef2faad0f10adf93b8667149fe952a2a94bef967c0db299de	72
288	disp02364	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00288-disp02364/scf.in	78dba2f47d98f66f13b3df6ee90d9cd500880e147ae4b887956d6d2cacec3dcf	72
289	disp02365	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00289-disp02365/scf.in	2e3a43f53c9ac01319f263f88e233b44ce1e4b124d1b854a900da0ebf21a9132	72
290	disp02366	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00290-disp02366/scf.in	ae10c015dbb77934d4b298001aed249076eb9736b43555d66e7d409c6a4f3910	72
291	disp02367	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00291-disp02367/scf.in	4f0156c393ba65278a304f1bf7d775a1645db3d0918ee18045483838958d19e4	72
292	disp02368	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00292-disp02368/scf.in	f3cff346358aab8eab5c74a8e5d11016aaff9911c31ce1d1b15ae1214b879eb9	72
293	disp02381	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00293-disp02381/scf.in	b3d840b96481d04bc38f754bf0c2783d0d5b6a4f02992eafdb19c725f75932dd	72
294	disp02382	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00294-disp02382/scf.in	6c633a88ed0e87b14e115c3bc55e78d48afe048b99b1d5e19f4ba542f3d40196	72
295	disp02383	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00295-disp02383/scf.in	af8bfa9c9645b714af1261b47d83395a6cb2cca1066c95c5c0aacc6a13cd0cfd	72
296	disp02384	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00296-disp02384/scf.in	a6a6060507a1a444e04dfae990caf2e2ef514c7c86a3282d56b7e8cf14680b85	72
297	disp02385	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00297-disp02385/scf.in	9bd288ac18b99220da1fce40db3850ab527698273f8ecceefcc166af25f37834	72
298	disp02386	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00298-disp02386/scf.in	fc38b850696829901228b68df82e792ed18ae6860d33f25de4d57b105902326d	72
299	disp02465	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00299-disp02465/scf.in	7f90599437ca65af69b11bb2ed419d506f00f14a2a1443046202ec61a7575471	72
300	disp02466	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00300-disp02466/scf.in	cf12751bbd1417c533c4d3c09d97e017a799b47e492aff3165176ff7c597fbd9	72
301	disp02467	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00301-disp02467/scf.in	e6edd339a826c4addc6ef92bcb23c3866dd0a01a114bfe49c4cab61f2a2cc5c9	72
302	disp02468	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00302-disp02468/scf.in	aa90df10b02387d88529630075fb0063fbf95a5252dd975e8d909333591eb859	72
303	disp02469	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00303-disp02469/scf.in	d4bf054502b23611a368e299a2b2901b34898c292f7ff249f20bf8ab3fcb6e77	72
304	disp02470	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00304-disp02470/scf.in	eb14c3f7cd9db148fdeaa860064debcac4277cd8e7391d3bbf550f92e8305e5f	72
305	disp02489	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00305-disp02489/scf.in	91f7ef594b70f266d2205293117a5215bd98b74f17bb17bdffce39420f7cefbc	72
306	disp02490	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00306-disp02490/scf.in	80f1719c898a3cc4fe0458f52415aed523b27c79cb2d5631303dec4278c230e2	72
307	disp02491	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00307-disp02491/scf.in	db3e7f75a649323d740a7cfbf2ceec472e9dc3c3b7c989de4f8ad65d89803536	72
308	disp02492	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00308-disp02492/scf.in	8fbd21bfbf9ac6f9fb8d1452cbd06df1c063c77ea6e901bcc3f8e9700244baa4	72
309	disp02493	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00309-disp02493/scf.in	1a8945aec0db3acd217dc0c2080fc7ef5a72958a4eaaebe932b689ac8eb27317	72
310	disp02494	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00310-disp02494/scf.in	d7ff288f75699b6c477651c305f723e5b8d17748368b42a04d03ece7931af99c	72
311	disp02513	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00311-disp02513/scf.in	d0e4e461978c3613495a0f51b5068250c9a504fe2de406e99c32fa12934e3f74	72
312	disp02514	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00312-disp02514/scf.in	468e3be685fc68776a1d574c20c30080cd12ad190789245e65f104ec2bfd2729	72
313	disp02515	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00313-disp02515/scf.in	e32f0e691b580e627873475dc1b10e521b4bb2a6fa0c5993eb6a64037e3bbaec	72
314	disp02516	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00314-disp02516/scf.in	819a95c96d5507fedaa659420e49c807665ca4064533d8654962991f5fc4f33c	72
315	disp02517	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00315-disp02517/scf.in	0b28be5ee7b7113b70783f0f7dc2242f36826911a581213ad599373cf54b9d95	72
316	disp02518	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00316-disp02518/scf.in	40e836092ac8116fd3894766a199a6928ae27fed123bbc9c30399d8b3ef92c77	72
317	disp02639	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00317-disp02639/scf.in	b32f465ce7355ce91c914856c5b4e14dc7eb3f4b386db4ed4d8e11dccc89b8d7	72
318	disp02640	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00318-disp02640/scf.in	0d890a7d387f4e9c6a5e4ff6d453c4293b360161901cd3e0f456e7abc0da17c6	72
319	disp02641	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00319-disp02641/scf.in	50bac9beed2489583028abf9d998fd52bd33b3246c93a41ebce53563212949e5	72
320	disp02642	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00320-disp02642/scf.in	9c38244991dd60aca3464ecc69c2fcfcf9661c76a64ab3f5f4b0172002a74130	72
321	disp02643	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00321-disp02643/scf.in	dab88c076f1e4dea685d1f6bca75309c7fb745afaace46239d6055c3cc739e03	72
322	disp02644	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00322-disp02644/scf.in	8feae170edaad2008f38c5f3e3a7243b493329a11829107ef436bba67a225224	72
323	disp02657	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00323-disp02657/scf.in	636033c01e1b9947de6f723f6a04c740a0a3cc92aaed32fd1365660b3f0ff190	72
324	disp02658	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00324-disp02658/scf.in	e1a6e6237f8c9ac31ca7caa9e374f5b5508b7765f74e10acd2936a871e09e448	72
325	disp02659	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00325-disp02659/scf.in	b9ae9c0eb5b7c47d201f0675738120a2636b5147c1df29f5cd00d3bfdccd302d	72
326	disp02660	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00326-disp02660/scf.in	796b8b882668a779b805b0d8b126a3959bad908ed1cb8171932171a19f9f76a5	72
327	disp02661	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00327-disp02661/scf.in	e8e3dfc73b6b4c40dc1a994c4b53c0c2b16734fca8218cace31e04287432388d	72
328	disp02662	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00328-disp02662/scf.in	d3f91d44e2c5a79cc0119fb0da797a19ab6ea30b3a51704db313821e7116dc8b	72
329	disp02753	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00329-disp02753/scf.in	7637e8b7ff19b5bc489fbb045b5b989526189a372fe051ad0214f568449a3e59	72
330	disp02754	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00330-disp02754/scf.in	8eb76a0f0976d308419874cdc7f27836791e371091f8a84c7d7918e945a182b9	72
331	disp02755	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00331-disp02755/scf.in	5f82bb3724fb05bd2c9c41252d6326d3414b8ba92702d87355373da40cac665c	72
332	disp02756	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00332-disp02756/scf.in	4d59e113ada54b8ec381d182c54bc872754892bd64ac000a70b78b9771e1a53b	72
333	disp02757	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00333-disp02757/scf.in	04e3a22d01b1f7d573d7479bbf3b9e3c59e4c6a6d5136d9e4bd2e435670daa6b	72
334	disp02758	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00334-disp02758/scf.in	69afb6a0b2f6e0b463d4067a1f74ab3809cce9284621d84abe38f9d8daca4d3a	72
335	disp02771	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00335-disp02771/scf.in	5c0eb0aec7c7dd26b26b976c7bc910d445edd313b07ea2ce97120d45b1660ef0	72
336	disp02772	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00336-disp02772/scf.in	035a27a1071ece15f6decb5bf6e07ade90616c809e4fee3e86ffe2d4186f9ed6	72
337	disp02773	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00337-disp02773/scf.in	4b7a5c48dc9796549e28289de29ce4e2e2c81d8c96bf99a781efcd84938a3240	72
338	disp02795	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00338-disp02795/scf.in	a6208bf99caab9c23befc9a2f94a7c3a26d0ea3eafe61fc040112e2ee79b991d	72
339	disp02796	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00339-disp02796/scf.in	44a35a1eac33220802e0e4b96a7d6d6861d8ffbaa8ecd0a9686b9e21d1205617	72
340	disp02797	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00340-disp02797/scf.in	fe63369f80faf6a8e3ff18253cdba786848e0eff555000f4d62e18663df3b54e	72
341	disp02798	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00341-disp02798/scf.in	b94c8eed8871047f18f2893dfad05fe3a38193256dbbe64ac9bb8c8b195068a9	72
342	disp02799	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00342-disp02799/scf.in	1b0bdb6aacb9bc581afa702cbbd2434ae45e7e0018109698c994b1e8bc0d415f	72
343	disp02800	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00343-disp02800/scf.in	12dbccf8f91ba3d278bb68a2767c3dcc4f7817f88d3c1a3cca750b6a702aaa8d	72
344	disp02849	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00344-disp02849/scf.in	a81cc5909b4cf0f0f0b82978fce428d3dd0b376ae553215e05e94bad46747c4e	72
345	disp02850	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00345-disp02850/scf.in	5034103e8a2f013b29851ecebc48f059657e349215ee9aa20d69780e824ff77c	72
346	disp02851	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00346-disp02851/scf.in	e2fb72286ba8106869cd3e1574fdd05c5337e4ddf2031235ab7cc953c5153822	72
347	disp02852	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00347-disp02852/scf.in	27a449b939571d6acb24c81c0cb2485b630832b2c05acaa066f7f598a542274b	72
348	disp02853	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00348-disp02853/scf.in	25f37e26d252062c447ea377b073ecf95e6aa7d105b34a4cad5f20896a375a33	72
349	disp02854	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00349-disp02854/scf.in	2f12d54b5673261730b9e1e24cc52f0d5c5123ead039f45f3fbfbd24c63ffbee	72
350	disp02957	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00350-disp02957/scf.in	1f62d9732003c7f78815f705a175f5ab6dcd579fb549e3ec6498b92ef692e31d	72
351	disp02958	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00351-disp02958/scf.in	09832d484842da46d82a4be5ae05bcd1d39ba4be2c8b673aac8eefc4a586e70c	72
352	disp02959	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00352-disp02959/scf.in	6f7321466f5a56aa3afc836db409e94fd49a0d952bf8c16bccc59fd3c969ce9e	72
353	disp02975	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00353-disp02975/scf.in	bb1d04bbc2744857e358b2eca906d464d417bbdff0245261ac29026866a421f6	72
